@relation R_data_frame

@attribute Year numeric
@attribute Month numeric
@attribute DayofMonth numeric
@attribute DayOfWeek numeric
@attribute UniqueCarrier {9E,AA,CO,DL,EV,F9,FL,MQ,NW,OH,OO,UA,US,XE,YV}
@attribute CRSArrTime numeric
@attribute CRSDepTime numeric
@attribute CRSElapsedTime numeric
@attribute Origin {ABE,ABQ,ABY,ACY,AEX,AGS,ALB,ATW,AUS,AVL,AVP,BDL,BGR,BHM,BMI,BNA,BOS,BQK,BTR,BTV,BUF,BWI,BZN,CAE,CAK,CHA,CHO,CHS,CID,CLE,CLT,CMH,COS,CRP,CRW,CSG,CVG,DAB,DAY,DCA,DEN,DFW,DHN,DSM,DTW,EGE,ELP,EVV,EWN,EWR,EYW,FAY,FLL,FLO,FNT,FSD,FSM,FWA,GNV,GPT,GRB,GRK,GRR,GSO,GSP,GTR,HDN,HHH,HNL,HOU,HPN,HSV,IAD,IAH,ICT,ILM,IND,ISP,JAC,JAN,JAX,JFK,LAS,LAX,LEX,LFT,LGA,LIT,LYH,MCI,MCN,MCO,MDT,MDW,MEI,MEM,MFE,MGM,MHT,MIA,MKE,MLB,MLI,MLU,MOB,MSN,MSP,MSY,MTJ,MYR,OAJ,OAK,OKC,OMA,ONT,ORD,ORF,PBI,PDX,PFN,PHF,PHL,PHX,PIA,PIT,PNS,PVD,PWM,RDU,RIC,RNO,ROA,ROC,RSW,SAN,SAT,SAV,SBN,SCE,SDF,SEA,SFO,SGF,SHV,SJC,SJU,SLC,SMF,SNA,SRQ,STL,STT,STX,SWF,SYR,TLH,TOL,TPA,TRI,TUL,TUP,TUS,TYS,VLD,VPS,XNA}
@attribute Distance numeric
@attribute ValueToPredict {before_time,delayed,on_time}
@attribute instanceId numeric
@attribute timeStamp numeric

@data
2008,1,5,6,EV,829,600,89,BTR,449,before_time,4489,7694
2008,1,5,6,EV,1016,715,121,ICT,781,?,4610,7695
2008,1,5,6,AA,1015,815,120,MIA,595,?,4611,7695
2008,1,5,6,DL,931,715,76,MEM,332,?,4612,7695
2008,1,5,6,DL,923,715,68,BNA,214,?,4613,7695
2008,1,5,6,DL,949,715,94,STL,483,?,4614,7695
2008,1,5,6,DL,1107,615,172,ABQ,1269,?,4615,7695
2008,1,5,6,DL,1014,715,119,MCI,692,?,4616,7695
2008,1,5,6,DL,1014,715,119,IAH,689,?,4617,7695
2008,1,5,6,DL,1020,715,125,DFW,732,?,4618,7695
2008,1,5,6,DL,1014,815,119,ORF,516,?,4619,7695
2008,1,5,6,DL,1014,715,119,MKE,669,?,4620,7695
2008,1,5,6,FL,821,610,131,ROC,749,on_time,4441,7696
2008,1,5,6,DL,838,600,158,LGA,761,before_time,4414,7697
2008,1,5,6,FL,819,600,139,SWF,784,on_time,4411,7698
2008,1,5,6,DL,753,600,113,ORF,516,delayed,4431,7698
2008,1,5,6,DL,826,600,86,MSY,425,on_time,4526,7698
2008,1,5,6,EV,828,625,63,GTR,241,on_time,4560,7698
2008,1,5,6,FL,830,600,150,LGA,761,before_time,4409,7699
2008,1,5,6,FL,830,545,105,MDW,590,before_time,4480,7699
2008,1,5,6,EV,940,720,80,GPT,352,?,4621,7700
2008,1,5,6,EV,950,720,90,BTR,449,?,4622,7700
2008,1,5,6,FL,1012,820,112,BWI,576,?,4623,7700
2008,1,5,6,9E,1017,720,117,HOU,696,?,4624,7700
2008,1,5,6,DL,1130,820,190,BOS,946,?,4625,7700
2008,1,5,6,DL,945,720,85,MSY,425,?,4626,7700
2008,1,5,6,DL,1024,720,124,AUS,813,?,4627,7700
2008,1,5,6,FL,825,620,125,BUF,712,on_time,4450,7700
2008,1,5,6,FL,840,540,120,DFW,732,before_time,4472,7700
2008,1,5,6,FL,829,540,109,MLI,633,on_time,4474,7700
2008,1,5,6,FL,827,630,117,DTW,594,on_time,4462,7701
2008,1,5,6,FL,828,620,68,PNS,272,on_time,4556,7701
2008,1,5,6,EV,801,625,96,MYR,317,delayed,4454,7702
2008,1,5,6,EV,822,715,67,AGS,143,on_time,4544,7702
2008,1,5,6,EV,834,630,64,MEI,267,before_time,4563,7702
2008,1,5,6,FL,832,640,112,BWI,576,on_time,4471,7703
2008,1,5,6,EV,841,600,101,LFT,503,before_time,4504,7703
2008,1,5,6,DL,853,545,188,BOS,946,before_time,4390,7704
2008,1,5,6,FL,1011,725,106,MDW,590,?,4628,7705
2008,1,5,6,DL,1028,825,123,MIA,595,?,4629,7705
2008,1,5,6,DL,1016,825,111,PBI,545,?,4630,7705
2008,1,5,6,FL,829,700,89,TPA,406,on_time,4518,7706
2008,1,5,6,DL,840,715,85,SDF,321,before_time,4548,7706
2008,1,5,6,DL,834,615,139,BUF,712,on_time,4449,7707
2008,1,5,6,FL,827,700,87,MCO,403,on_time,4516,7707
2008,1,5,6,DL,814,705,69,SAV,215,delayed,4536,7707
2008,1,5,6,DL,846,710,96,RDU,356,before_time,4541,7707
2008,1,5,6,FL,839,600,99,BMI,533,before_time,4515,7708
2008,1,5,6,XE,1111,830,161,EWR,745,?,4631,7710
2008,1,5,6,OO,1122,630,172,COS,1185,?,4632,7710
2008,1,5,6,EV,927,730,57,BHM,134,?,4633,7710
2008,1,5,6,FL,1114,830,164,BOS,946,?,4634,7710
2008,1,5,6,DL,1117,630,167,DEN,1199,?,4635,7710
2008,1,5,6,FL,818,600,138,EWR,745,delayed,4406,7710
2008,1,5,6,FL,840,545,115,HOU,696,on_time,4479,7711
2008,1,5,6,DL,834,730,64,TYS,152,on_time,4568,7711
2008,1,5,6,DL,845,600,165,BDL,859,before_time,4420,7712
2008,1,5,6,EV,843,600,103,XNA,589,before_time,4496,7712
2008,1,5,6,DL,837,600,97,STL,483,on_time,4524,7712
2008,1,5,6,FL,827,640,107,IAD,533,on_time,4473,7713
2008,1,5,6,EV,841,700,101,DAY,432,on_time,4490,7713
2008,1,5,6,DL,843,705,98,MLB,443,on_time,4535,7713
2008,1,5,6,FL,840,610,90,STL,483,on_time,4540,7713
2008,1,5,6,EV,839,700,99,OAJ,399,on_time,4499,7714
2008,1,5,6,EV,900,600,180,PVD,903,before_time,4396,7715
2008,1,5,6,DL,836,600,156,JFK,760,on_time,4427,7715
2008,1,5,6,FL,827,645,102,PIT,526,on_time,4481,7715
2008,1,5,6,EV,845,600,105,FSM,579,on_time,4495,7715
2008,1,5,6,EV,811,700,71,FLO,273,delayed,4510,7715
2008,1,5,6,EV,823,700,83,CRW,363,delayed,4511,7716
2008,1,5,6,YV,1035,837,118,IAD,533,?,4636,7717
2008,1,5,6,EV,750,600,110,CAK,528,delayed,4400,7717
2008,1,5,6,DL,846,645,121,IAD,533,on_time,4482,7717
2008,1,5,6,DL,836,715,81,CLT,227,on_time,4553,7717
2008,1,5,6,DL,838,700,98,MCO,403,on_time,4529,7718
2008,1,5,6,DL,847,630,77,JAN,341,on_time,4566,7718
2008,1,5,6,EV,848,600,108,SHV,552,on_time,4509,7719
2008,1,5,6,FL,837,615,82,MSY,425,on_time,4547,7719
2008,1,5,6,FL,1014,840,94,SRQ,445,?,4637,7720
2008,1,5,6,DL,1159,640,199,TUS,1541,?,4638,7720
2008,1,5,6,DL,956,840,76,CHS,259,?,4639,7720
2008,1,5,6,FL,821,630,111,DCA,547,delayed,4461,7720
2008,1,5,6,EV,848,650,118,TOL,549,on_time,4483,7721
2008,1,5,6,XE,1030,742,108,IAH,689,?,4640,7722
2008,1,5,6,EV,900,630,150,SYR,793,before_time,4457,7722
2008,1,5,6,EV,913,715,118,CAK,528,before_time,4543,7722
2008,1,5,6,EV,903,600,183,MHT,952,before_time,4398,7723
2008,1,5,6,DL,750,600,110,DCA,547,delayed,4413,7723
2008,1,5,6,FL,835,645,110,FLL,581,on_time,4478,7723
2008,1,5,6,EV,839,600,99,AEX,500,on_time,4507,7723
2008,1,5,6,EV,844,600,164,ISP,795,on_time,4395,7724
2008,1,5,6,DL,845,705,100,TPA,406,on_time,4534,7724
2008,1,5,6,EV,1038,745,113,TUL,674,?,4641,7725
2008,1,5,6,DL,1247,945,242,SJU,1547,?,4642,7725
2008,1,5,6,OO,900,600,120,HOU,696,before_time,4485,7725
2008,1,5,6,DL,836,720,76,CHS,259,on_time,4558,7725
2008,1,5,6,EV,848,615,153,ACY,678,on_time,4444,7726
2008,1,5,6,EV,842,635,127,SBN,566,on_time,4468,7726
2008,1,5,6,EV,849,600,109,PIA,564,on_time,4494,7726
2008,1,5,6,EV,857,545,132,SAT,874,on_time,4476,7727
2008,1,5,6,EV,846,730,76,GNV,300,on_time,4562,7727
2008,1,5,6,EV,837,630,127,MDT,619,delayed,4460,7728
2008,1,5,6,FL,832,630,122,PHL,665,delayed,4463,7729
2008,1,5,6,EV,958,750,68,TUP,253,?,4643,7730
2008,1,5,6,FL,1025,850,95,DAY,432,?,4644,7730
2008,1,5,6,DL,1140,850,170,JFK,760,?,4645,7730
2008,1,5,6,EV,858,600,118,OKC,761,on_time,4488,7730
2008,1,5,6,DL,853,700,113,PBI,545,on_time,4525,7730
2008,1,5,6,EV,909,600,129,AUS,813,before_time,4508,7731
2008,1,5,6,DL,903,700,123,DCA,547,before_time,4519,7732
2008,1,5,6,FL,844,600,164,BOS,946,on_time,4405,7733
2008,1,5,6,OO,910,600,130,MKE,669,before_time,4486,7733
2008,1,5,6,DL,856,730,86,DAB,366,on_time,4567,7733
2008,1,5,6,EV,859,605,114,BMI,533,on_time,4530,7734
2008,1,5,6,DL,1008,855,73,JAX,270,?,4646,7735
2008,1,5,6,DL,1011,855,76,CLT,227,?,4647,7735
2008,1,5,6,DL,911,705,126,BWI,576,before_time,4531,7735
2008,1,5,6,EV,912,715,117,PIT,526,before_time,4545,7735
2008,1,5,6,EV,902,700,62,MGM,147,on_time,4584,7735
2008,1,5,6,DL,858,530,148,MSP,906,on_time,4465,7736
2008,1,5,6,EV,859,600,119,MCI,692,on_time,4506,7737
2008,1,5,6,DL,914,715,119,CLE,554,before_time,4552,7738
2008,1,5,6,DL,858,720,98,CVG,373,on_time,4557,7738
2008,1,5,6,EV,853,600,113,TUL,674,on_time,4505,7739
2008,1,5,6,FL,858,600,118,MKE,669,on_time,4517,7739
2008,1,5,6,EV,1014,800,74,VPS,264,?,4648,7740
2008,1,5,6,EV,1027,800,87,PFN,247,?,4649,7740
2008,1,5,6,FL,1152,700,172,DEN,1199,?,4650,7740
2008,1,5,6,FL,1028,900,88,MCO,403,?,4651,7740
2008,1,5,6,DL,1147,900,167,LGA,761,?,4652,7740
2008,1,5,6,DL,1336,600,276,SEA,2182,?,4653,7740
2008,1,5,6,DL,1036,900,96,CVG,373,?,4654,7740
2008,1,5,6,DL,1031,900,91,MCO,403,?,4655,7740
2008,1,5,6,AA,900,630,150,LGA,761,on_time,4464,7740
2008,1,5,6,DL,903,700,123,FLL,581,on_time,4523,7740
2008,1,5,6,DL,901,645,76,MOB,302,on_time,4577,7740
2008,1,5,6,EV,859,600,119,MLI,633,on_time,4492,7741
2008,1,5,6,DL,926,745,101,SRQ,445,before_time,4578,7741
2008,1,5,6,EV,907,700,67,VPS,264,on_time,4585,7741
2008,1,5,6,EV,859,540,139,OMA,821,on_time,4470,7743
2008,1,5,6,DL,859,600,119,IAH,689,on_time,4528,7743
2008,1,5,6,DL,859,710,109,RIC,481,on_time,4542,7743
2008,1,5,6,DL,917,800,77,JAX,270,before_time,4603,7743
2008,1,5,6,DL,1115,804,131,SAT,874,?,4656,7744
2008,1,5,6,DL,915,700,75,PNS,272,before_time,4597,7744
2008,1,5,6,AA,1150,905,165,LGA,761,?,4657,7745
2008,1,5,6,DL,1133,805,148,MSP,906,?,4658,7745
2008,1,5,6,DL,1101,905,116,FLL,581,?,4659,7745
2008,1,5,6,OH,850,720,90,GSO,306,delayed,4555,7747
2008,1,5,6,OH,905,640,145,ABE,692,on_time,4469,7748
2008,1,5,6,UA,910,610,120,ORD,606,on_time,4538,7748
2008,1,5,6,DL,854,745,69,CAE,191,delayed,4576,7749
2008,1,5,6,DL,1040,910,90,TPA,406,?,4660,7750
2008,1,5,6,DL,1324,610,254,LAX,1946,?,4661,7750
2008,1,5,6,DL,912,710,62,HSV,151,on_time,4609,7751
2008,1,5,6,DL,906,605,121,ORD,606,on_time,4533,7752
2008,1,5,6,DL,923,715,68,BNA,214,before_time,4613,7752
2008,1,5,6,DL,909,740,89,LEX,303,on_time,4572,7754
2008,1,5,6,EV,1016,815,61,MGM,147,?,4662,7755
2008,1,5,6,DL,1253,715,218,SLC,1589,?,4663,7755
2008,1,5,6,DL,1254,715,219,PHX,1587,?,4664,7755
2008,1,5,6,EV,916,600,136,DSM,743,on_time,4500,7755
2008,1,5,6,DL,932,800,92,MCO,403,before_time,4593,7756
2008,1,5,6,EV,946,745,121,PHF,508,before_time,4573,7757
2008,1,5,6,FL,931,800,91,MCO,403,before_time,4589,7758
2008,1,5,6,DL,939,705,154,EWR,745,before_time,4532,7759
2008,1,5,6,YV,1045,920,85,CLT,227,?,4665,7760
2008,1,5,6,EV,1047,820,87,BTR,449,?,4666,7760
2008,1,5,6,DL,1354,620,274,SFO,2139,?,4667,7760
2008,1,5,6,DL,1119,820,119,MCI,692,?,4668,7760
2008,1,5,6,DL,926,700,86,LIT,453,on_time,4598,7760
2008,1,5,6,DL,941,805,96,TPA,406,before_time,4607,7761
2008,1,5,6,FL,929,659,150,LGA,761,on_time,4484,7762
2008,1,5,6,EV,905,600,125,CID,694,delayed,4502,7763
2008,1,5,6,EV,932,730,122,EYW,646,on_time,4565,7763
2008,1,5,6,EV,907,635,152,SWF,784,delayed,4467,7764
2008,1,5,6,EV,944,635,189,PWM,1027,before_time,4466,7765
2008,1,5,6,EV,949,635,134,MSN,707,before_time,4569,7765
2008,1,5,6,EV,910,700,130,GRR,640,delayed,4512,7766
2008,1,5,6,DL,931,715,76,MEM,332,on_time,4612,7766
2008,1,5,6,FL,930,606,144,MSP,906,on_time,4537,7769
2008,1,5,6,EV,927,730,57,BHM,134,on_time,4633,7769
2008,1,5,6,OH,1136,830,126,AUS,813,?,4669,7770
2008,1,5,6,EV,1106,830,96,SHV,552,?,4670,7770
2008,1,5,6,AA,1130,830,120,DFW,732,?,4671,7770
2008,1,5,6,DL,1341,630,251,SAN,1891,?,4672,7770
2008,1,5,6,DL,1316,630,226,LAS,1747,?,4673,7770
2008,1,5,6,DL,1055,930,85,DAB,366,?,4674,7770
2008,1,5,6,DL,1400,630,270,PDX,2172,?,4675,7770
2008,1,5,6,DL,1355,630,265,SMF,2092,?,4676,7770
2008,1,5,6,DL,1133,830,123,DFW,732,?,4677,7770
2008,1,5,6,EV,946,730,136,FNT,644,before_time,4564,7774
2008,1,5,6,DL,949,800,109,RSW,515,before_time,4600,7774
2008,1,5,6,EV,1130,935,115,PHF,508,?,4678,7775
2008,1,5,6,DL,949,715,94,STL,483,before_time,4614,7776
2008,1,5,6,DL,945,720,85,MSY,425,on_time,4626,7776
2008,1,5,6,AA,950,655,115,ORD,606,before_time,4580,7778
2008,1,5,6,EV,940,720,80,GPT,352,on_time,4621,7778
2008,1,5,6,DL,1132,840,112,ORD,606,?,4679,7780
2008,1,5,6,DL,1238,740,178,ABQ,1269,?,4680,7780
2008,1,5,6,DL,1140,940,120,MIA,595,?,4681,7780
2008,1,5,6,DL,1139,940,119,BWI,576,?,4682,7780
2008,1,5,6,FL,955,700,115,MCI,692,before_time,4588,7781
2008,1,5,6,EV,1137,944,113,CLE,554,?,4683,7784
2008,1,5,6,EV,911,715,116,SCE,615,delayed,4546,7784
2008,1,5,6,EV,1054,945,69,CAE,191,?,4684,7785
2008,1,5,6,FL,1106,945,81,RDU,356,?,4685,7785
2008,1,5,6,DL,1234,745,169,DEN,1199,?,4686,7785
2008,1,5,6,DL,1409,645,264,SNA,1919,?,4687,7785
2008,1,5,6,FL,1001,700,121,DFW,732,before_time,4586,7785
2008,1,5,6,DL,958,800,118,DCA,547,on_time,4594,7788
2008,1,5,6,DL,1014,815,119,ORF,516,before_time,4619,7788
2008,1,5,6,DL,956,840,76,CHS,259,on_time,4639,7788
2008,1,5,6,FL,959,729,150,LGA,761,on_time,4561,7789
2008,1,5,6,DL,1401,650,251,ONT,1900,?,4688,7790
2008,1,5,6,EV,950,720,90,BTR,449,on_time,4622,7790
2008,1,5,6,EV,1013,745,148,ROC,749,before_time,4574,7791
2008,1,5,6,FL,935,745,110,FLL,581,delayed,4575,7791
2008,1,5,6,FL,954,800,114,MIA,595,on_time,4590,7791
2008,1,5,6,FL,1222,952,150,LGA,761,?,4689,7792
2008,1,5,6,FL,1121,953,88,MCO,403,?,4690,7793
2008,1,5,6,DL,941,715,146,PHL,665,delayed,4554,7793
2008,1,5,6,DL,1227,954,153,PHL,665,?,4691,7794
2008,1,5,6,EV,1104,955,69,SAV,215,?,4692,7795
2008,1,5,6,DL,1409,655,254,RNO,1993,?,4693,7795
2008,1,5,6,EV,1011,800,131,BUF,712,before_time,4582,7795
2008,1,5,6,DL,959,800,119,FLL,581,on_time,4601,7796
2008,1,5,6,DL,1006,805,121,BWI,576,on_time,4605,7796
2008,1,5,6,EV,1002,650,132,GRK,803,on_time,4579,7797
2008,1,5,6,DL,1011,855,76,CLT,227,before_time,4647,7799
2008,1,5,6,EV,1151,1000,111,CAK,528,?,4694,7800
2008,1,5,6,FL,1353,700,233,LAX,1946,?,4695,7800
2008,1,5,6,FL,1359,800,239,PHX,1587,?,4696,7800
2008,1,5,6,FL,1129,1000,89,TPA,406,?,4697,7800
2008,1,5,6,DL,1158,1000,118,DCA,547,?,4698,7800
2008,1,5,6,DL,1250,1000,170,LGA,761,?,4699,7800
2008,1,5,6,DL,1132,1000,92,MCO,403,?,4700,7800
2008,1,5,6,DL,1239,1000,159,EWR,745,?,4701,7800
2008,1,5,6,DL,1235,1000,155,BDL,859,?,4702,7800
2008,1,5,6,FL,1001,700,121,ICT,781,on_time,4587,7800
2008,1,5,6,DL,1014,715,119,IAH,689,before_time,4617,7800
2008,1,5,6,FL,1123,901,82,MSY,425,?,4703,7801
2008,1,5,6,EV,1023,740,163,ALB,852,before_time,4571,7803
2008,1,5,6,FL,1148,1004,104,RSW,515,?,4704,7804
2008,1,5,6,EV,958,750,68,TUP,253,on_time,4643,7804
2008,1,5,6,EV,1014,800,74,VPS,264,on_time,4648,7804
2008,1,5,6,EV,1101,905,56,HSV,151,?,4705,7805
2008,1,5,6,FL,1145,1005,100,CAK,528,?,4706,7805
2008,1,5,6,9E,1205,905,120,HOU,696,?,4707,7805
2008,1,5,6,DL,1202,1005,117,FLL,581,?,4708,7805
2008,1,5,6,DL,1009,800,129,DTW,594,on_time,4596,7805
2008,1,5,6,EV,1018,700,138,ATW,765,before_time,4583,7806
2008,1,5,6,DL,1015,700,135,SAT,874,on_time,4602,7807
2008,1,5,6,DL,1014,715,119,MCI,692,on_time,4616,7807
2008,1,5,6,9E,1017,720,117,HOU,696,on_time,4624,7807
2008,1,5,6,DL,1020,715,125,DFW,732,before_time,4618,7809
2008,1,5,6,EV,1027,800,87,PFN,247,before_time,4649,7810
2008,1,5,6,FL,1157,1011,106,PHF,508,?,4709,7811
2008,1,5,6,DL,1008,855,73,JAX,270,on_time,4646,7812
2008,1,5,6,DL,1014,715,119,MKE,669,on_time,4620,7813
2008,1,5,6,FL,1012,820,112,BWI,576,on_time,4623,7813
2008,1,5,6,DL,1024,720,124,AUS,813,before_time,4627,7813
2008,1,5,6,FL,1014,840,94,SRQ,445,on_time,4637,7813
2008,1,5,6,EV,1016,715,121,ICT,781,on_time,4610,7814
2008,1,5,6,EV,1016,815,61,MGM,147,on_time,4662,7814
2008,1,5,6,NW,1136,915,81,MEM,332,?,4710,7815
2008,1,5,6,DL,1304,1015,169,BOS,946,?,4711,7815
2008,1,5,6,FL,1011,725,106,MDW,590,on_time,4628,7815
2008,1,5,6,DL,1016,825,111,PBI,545,on_time,4630,7815
2008,1,5,6,EV,1018,640,158,MSP,906,on_time,4570,7816
2008,1,5,6,DL,1128,1017,71,JAX,270,?,4712,7817
2008,1,5,6,DL,1018,715,183,BOS,946,on_time,4549,7818
2008,1,5,6,DL,1039,759,160,LGA,761,before_time,4581,7818
2008,1,5,6,EV,1153,920,93,STL,483,?,4713,7820
2008,1,5,6,EV,1146,920,86,BTR,449,?,4714,7820
2008,1,5,6,EV,1105,1020,45,CSG,83,?,4715,7820
2008,1,5,6,DL,1142,1020,82,CLT,227,?,4716,7820
2008,1,5,6,OH,918,625,113,SGF,563,delayed,4559,7820
2008,1,5,6,FL,1028,900,88,MCO,403,on_time,4651,7820
2008,1,5,6,FL,1216,1022,114,MIA,595,?,4717,7822
2008,1,5,6,FL,1203,1022,101,RIC,481,?,4718,7822
2008,1,5,6,OO,1234,1025,129,BUF,712,?,4719,7825
2008,1,5,6,EV,1121,925,56,MGM,147,?,4720,7825
2008,1,5,6,FL,1208,1026,102,PIT,526,?,4721,7826
2008,1,5,6,NW,1226,1026,120,DTW,594,?,4722,7826
2008,1,5,6,DL,1211,1026,105,RSW,515,?,4723,7826
2008,1,5,6,DL,1044,805,159,EWR,745,before_time,4606,7828
2008,1,5,6,EV,1038,745,113,TUL,674,on_time,4641,7829
2008,1,5,6,EV,1144,930,74,JAN,341,?,4724,7830
2008,1,5,6,EV,1211,1030,101,GNV,300,?,4725,7830
2008,1,5,6,EV,1116,1030,46,MCN,79,?,4726,7830
2008,1,5,6,DL,1406,830,216,PHX,1587,?,4727,7830
2008,1,5,6,DL,1217,1030,107,PBI,545,?,4728,7830
2008,1,5,6,DL,1448,730,258,LAX,1946,?,4729,7830
2008,1,5,6,DL,1217,1030,107,PIT,526,?,4730,7830
2008,1,5,6,FL,1015,800,135,PHL,665,delayed,4592,7830
2008,1,5,6,DL,1040,910,90,TPA,406,on_time,4660,7830
2008,1,5,6,FL,1221,1031,110,FLL,581,?,4731,7831
2008,1,5,6,YV,1035,837,118,IAD,533,on_time,4636,7832
2008,1,5,6,FL,1025,850,95,DAY,432,on_time,4644,7832
2008,1,5,6,DL,1028,825,123,MIA,595,on_time,4629,7834
2008,1,5,6,DL,1036,900,96,CVG,373,on_time,4654,7834
2008,1,5,6,EV,1139,1035,64,GSP,153,?,4732,7835
2008,1,5,6,CO,1300,1035,145,EWR,745,?,4733,7835
2008,1,5,6,DL,1031,900,91,MCO,403,on_time,4655,7836
2008,1,5,6,DL,803,55,248,LAX,1946,delayed,4386,7838
2008,1,5,6,EV,1054,945,69,CAE,191,before_time,4684,7838
2008,1,5,6,DL,850,715,95,CMH,446,delayed,4550,7839
2008,1,5,6,EV,1313,1040,153,SYR,793,?,4734,7840
2008,1,5,6,FL,1227,941,106,MDW,590,?,4735,7841
2008,1,5,6,FL,1237,942,115,HOU,696,?,4736,7842
2008,1,5,6,EV,1042,805,157,HPN,780,on_time,4604,7842
2008,1,5,6,EV,1101,905,56,HSV,151,before_time,4705,7842
2008,1,5,6,FL,947,800,107,PBI,545,delayed,4591,7843
2008,1,5,6,XE,1030,742,108,IAH,689,delayed,4640,7844
2008,1,5,6,EV,1243,1045,118,IAD,533,?,4737,7845
2008,1,5,6,EV,1211,945,86,LIT,453,?,4738,7845
2008,1,5,6,MQ,1245,945,120,ORD,606,?,4739,7845
2008,1,5,6,DL,1432,745,227,LAS,1747,?,4740,7845
2008,1,5,6,DL,1523,745,278,SEA,2182,?,4741,7845
2008,1,5,6,DL,1424,845,219,SLC,1589,?,4742,7845
2008,1,5,6,DL,1451,745,246,SAN,1891,?,4743,7845
2008,1,5,6,DL,1213,1045,88,RDU,356,?,4744,7845
2008,1,5,6,EV,1206,950,76,GPT,352,?,4745,7850
2008,1,5,6,EV,1225,1050,95,IND,432,?,4746,7850
2008,1,5,6,EV,1144,950,54,BHM,134,?,4747,7850
2008,1,5,6,FL,1255,1050,125,BUF,712,?,4748,7850
2008,1,5,6,YV,1045,920,85,CLT,227,on_time,4665,7850
2008,1,5,6,FL,1200,1051,69,JAX,270,?,4749,7851
2008,1,5,6,EV,1105,1020,45,CSG,83,before_time,4715,7853
2008,1,5,6,FL,1202,954,68,PNS,272,?,4750,7854
2008,1,5,6,DL,1250,1054,116,BWI,576,?,4751,7854
2008,1,5,6,EV,1253,955,118,MKE,669,?,4752,7855
2008,1,5,6,FL,1313,1055,138,EWR,745,?,4753,7855
2008,1,5,6,FL,1447,755,232,LAS,1747,?,4754,7855
2008,1,5,6,DL,1254,1055,119,MIA,595,?,4755,7855
2008,1,5,6,DL,1249,955,114,ORD,606,?,4756,7855
2008,1,5,6,DL,1229,1055,94,TPA,406,?,4757,7855
2008,1,5,6,EV,1121,925,56,MGM,147,before_time,4720,7855
2008,1,5,6,FL,1200,1056,64,SAV,215,?,4758,7856
2008,1,5,6,DL,1107,615,172,ABQ,1269,before_time,4615,7856
2008,1,5,6,NW,1048,710,158,MSP,906,on_time,4608,7857
2008,1,5,6,DL,1140,850,170,JFK,760,before_time,4645,7857
2008,1,5,6,XE,1111,830,161,EWR,745,before_time,4631,7858
2008,1,5,6,EV,1326,1000,146,MSP,906,?,4759,7860
2008,1,5,6,EV,1225,1100,85,SDF,321,?,4760,7860
2008,1,5,6,EV,1254,1100,114,ORF,516,?,4761,7860
2008,1,5,6,EV,1208,1000,68,MOB,302,?,4762,7860
2008,1,5,6,EV,1206,1000,66,PNS,272,?,4763,7860
2008,1,5,6,EV,1234,1100,94,SRQ,445,?,4764,7860
2008,1,5,6,EV,1233,1100,93,MLB,443,?,4765,7860
2008,1,5,6,FL,1228,1100,88,MCO,403,?,4766,7860
2008,1,5,6,DL,1537,800,277,SFO,2139,?,4767,7860
2008,1,5,6,DL,1254,1100,114,DCA,547,?,4768,7860
2008,1,5,6,DL,1345,1100,165,LGA,761,?,4769,7860
2008,1,5,6,DL,1227,1100,87,MCO,403,?,4770,7860
2008,1,5,6,DL,1101,905,116,FLL,581,on_time,4659,7860
2008,1,5,6,EV,1104,955,69,SAV,215,on_time,4692,7861
2008,1,5,6,DL,1117,630,167,DEN,1199,before_time,4635,7863
2008,1,5,6,EV,1241,1005,96,SHV,552,?,4771,7865
2008,1,5,6,FL,1123,901,82,MSY,425,before_time,4703,7865
2008,1,5,6,FL,1106,945,81,RDU,356,on_time,4685,7866
2008,1,5,6,EV,1116,1030,46,MCN,79,on_time,4726,7867
2008,1,5,6,FL,1339,1109,150,LGA,761,?,4772,7869
2008,1,5,6,EV,1233,1110,83,FAY,331,?,4773,7870
2008,1,5,6,DL,1307,1010,117,MCI,692,?,4774,7870
2008,1,5,6,FL,1221,1111,70,CHS,259,?,4775,7871
2008,1,5,6,DL,1055,800,235,SJU,1547,delayed,4520,7871
2008,1,5,6,EV,1047,820,87,BTR,449,delayed,4666,7872
2008,1,5,6,DL,1300,1114,106,RIC,481,?,4776,7874
2008,1,5,6,EV,1219,1115,64,TRI,227,?,4777,7875
2008,1,5,6,EV,1218,1015,63,BNA,214,?,4778,7875
2008,1,5,6,EV,1337,1115,142,ROC,749,?,4779,7875
2008,1,5,6,AA,1315,1115,120,MIA,595,?,4780,7875
2008,1,5,6,AA,1320,1015,125,DFW,732,?,4781,7875
2008,1,5,6,FL,1114,830,164,BOS,946,on_time,4634,7875
2008,1,5,6,DL,1115,804,131,SAT,874,on_time,4656,7875
2008,1,5,6,EV,1323,1116,127,DTW,594,?,4782,7876
2008,1,5,6,AA,1130,830,120,DFW,732,before_time,4671,7876
2008,1,5,6,EV,1130,935,115,PHF,508,before_time,4678,7876
2008,1,5,6,DL,1130,820,190,BOS,946,before_time,4625,7877
2008,1,5,6,FL,1121,953,88,MCO,403,on_time,4690,7877
2008,1,5,6,DL,1119,820,119,MCI,692,on_time,4668,7878
2008,1,5,6,FL,1129,1000,89,TPA,406,before_time,4697,7878
2008,1,5,6,DL,1133,830,123,DFW,732,before_time,4677,7879
