@relation R_data_frame

@attribute salary numeric
@attribute commission numeric
@attribute age numeric
@attribute elevel {level0,level1,level2,level3,level4}
@attribute car {car1,car2,car3,car4,car5,car6,car7,car8,car9,car10,car11,car12,car13,car14,car15,car16,car17,car18,car19,car20}
@attribute zipcode {zipcode1,zipcode2,zipcode3,zipcode4,zipcode5,zipcode6,zipcode7,zipcode8,zipcode9}
@attribute hvalue numeric
@attribute hyears numeric
@attribute loan numeric
@attribute class {groupA,groupB}
@attribute instanceId numeric
@attribute timeStamp numeric

@data
52930.536142,44652.869803,63,level1,car20,zipcode4,135000,1,235232.759841,groupA,3790,4790
97239.214972,0,53,level4,car16,zipcode2,135000,26,474343.608496,?,4791,4791
64764.065566,25542.117624,67,level2,car2,zipcode3,135000,9,143646.117186,groupA,3791,4791
94579.247238,0,30,level1,car18,zipcode9,102777.918363,19,435746.652866,?,4792,4792
34410.627599,39884.39038,33,level4,car17,zipcode1,135000,6,450707.381211,groupB,3792,4792
133419.889794,0,21,level0,car7,zipcode1,135000,19,342341.82662,?,4793,4793
132734.217391,0,80,level2,car3,zipcode2,135000,1,418513.667441,groupB,3793,4793
52289.401625,30665.509629,34,level2,car13,zipcode6,135000,1,238291.191306,?,4794,4794
23601.896411,45045.697605,47,level1,car7,zipcode7,135000,26,17044.025175,groupB,3794,4794
81654.698506,0,27,level3,car9,zipcode8,135000,19,76870.680275,?,4795,4795
30821.175906,56670.67544,45,level2,car13,zipcode2,135000,20,447544.313969,groupB,3795,4795
112741.329198,0,42,level0,car1,zipcode7,135000,30,99249.046357,?,4796,4796
137708.179015,0,61,level1,car12,zipcode9,46447.96623,18,330549.988621,groupB,3796,4796
150000,0,56,level2,car17,zipcode5,135000,1,387542.180154,?,4797,4797
150000,0,53,level3,car12,zipcode3,135000,18,108401.208934,groupB,3797,4797
142437.347581,0,22,level1,car17,zipcode6,135000,6,62597.81404,?,4798,4798
128298.821205,0,32,level1,car19,zipcode3,135000,12,20768.06415,groupA,3798,4798
100849.882214,0,26,level3,car4,zipcode1,135000,15,266220.00512,?,4799,4799
116877.807001,0,50,level3,car11,zipcode8,122845.17753,10,294980.82795,groupA,3799,4799
26578.451045,34590.71765,23,level0,car13,zipcode5,135000,11,171474.457055,?,4800,4800
126430.550613,0,78,level1,car12,zipcode5,135000,1,343700.141244,groupB,3800,4800
64460.250183,53967.179887,58,level3,car14,zipcode1,135000,24,79875.223067,?,4801,4801
20000,54156.204485,44,level0,car3,zipcode1,135000,29,220834.70891,groupB,3801,4801
63250.175556,29591.721929,26,level4,car4,zipcode4,135000,23,14216.327123,?,4802,4802
139732.988168,0,66,level1,car6,zipcode2,135000,5,425676.780308,groupB,3802,4802
78664.398419,33770.555072,68,level4,car3,zipcode3,135000,20,419538.09944,?,4803,4803
91380.779663,0,56,level1,car11,zipcode6,135000,22,302434.391743,groupA,3803,4803
99370.198336,0,26,level2,car17,zipcode4,135000,18,59650.296057,?,4804,4804
26693.231484,38954.07705,27,level3,car10,zipcode4,135000,6,348138.787936,groupB,3804,4804
131031.364783,0,65,level2,car19,zipcode4,135000,2,279493.333194,?,4805,4805
112664.645945,0,51,level2,car9,zipcode4,135000,17,474434.729614,groupA,3805,4805
26647.003514,61407.420195,53,level1,car17,zipcode7,135000,18,475438.91358,?,4806,4806
147888.884283,0,75,level2,car19,zipcode5,135000,9,36107.265215,groupB,3806,4806
43268.73211,64019.809164,72,level3,car12,zipcode1,135000,15,293621.748538,?,4807,4807
111265.516528,0,41,level3,car14,zipcode2,135000,25,55051.729205,groupA,3807,4807
114924.13902,0,22,level4,car12,zipcode5,135000,16,10983.061747,?,4808,4808
58108.57334,15861.128983,76,level2,car7,zipcode8,130992.655501,12,279641.417842,groupA,3808,4808
38902.605464,10000,62,level1,car1,zipcode7,135000,28,367108.293772,?,4809,4809
116639.2946,0,44,level1,car2,zipcode4,135000,28,385025.136623,groupA,3809,4809
25257.39885,49120.927379,70,level2,car13,zipcode4,135000,11,26589.886364,?,4810,4810
20202.624334,59871.356037,53,level0,car20,zipcode8,135000,16,370160.640062,groupB,3810,4810
37916.752887,45660.945126,46,level2,car17,zipcode6,135000,2,167512.202991,?,4811,4811
36339.409912,70737.781428,51,level0,car14,zipcode4,135000,18,255261.649622,groupB,3811,4811
60437.271199,10000,22,level2,car19,zipcode5,135000,28,390972.101756,?,4812,4812
100806.920851,0,58,level2,car8,zipcode5,135000,6,293106.654574,groupA,3812,4812
137798.709113,0,23,level1,car13,zipcode8,135000,25,169766.932007,?,4813,4813
93831.659787,0,42,level3,car8,zipcode7,135000,30,144206.348761,groupA,3813,4813
34370.145662,41790.52087,69,level1,car19,zipcode1,135000,16,159286.974118,?,4814,4814
104607.508272,0,66,level1,car8,zipcode4,135000,15,121894.473856,groupB,3814,4814
129504.878301,0,69,level3,car2,zipcode2,135000,26,391198.956791,?,4815,4815
94095.145715,0,74,level0,car8,zipcode7,135000,15,314377.494545,groupB,3815,4815
56049.664065,42045.639822,59,level3,car6,zipcode6,135000,1,328767.113083,?,4816,4816
79761.172566,0,33,level2,car10,zipcode3,135000,29,38566.254325,groupA,3816,4816
148864.686517,0,24,level4,car20,zipcode1,135000,10,187968.180221,?,4817,4817
138079.000734,0,63,level2,car3,zipcode7,135000,24,434829.376795,groupB,3817,4817
69795.57995,53878.048153,26,level2,car10,zipcode7,135000,14,384133.651081,?,4818,4818
40820.752238,53157.234644,54,level1,car14,zipcode3,135000,5,500000,groupB,3818,4818
76123.799151,18372.326844,26,level2,car3,zipcode7,135000,26,198435.927861,?,4819,4819
64544.476427,53154.893331,78,level4,car17,zipcode8,135000,20,437461.747715,groupA,3819,4819
144366.940903,0,59,level0,car4,zipcode1,135000,3,209593.36193,?,4820,4820
131124.891662,0,23,level1,car19,zipcode8,130755.847404,27,192661.023148,groupB,3820,4820
47149.879919,28656.716794,78,level0,car18,zipcode3,135000,18,195791.242404,?,4821,4821
106954.526054,0,40,level0,car1,zipcode7,135000,20,301493.846799,groupA,3821,4821
72789.172129,52127.317424,55,level0,car19,zipcode5,135000,20,252936.401935,?,4822,4822
82991.995893,0,78,level3,car19,zipcode6,135000,19,96785.454091,groupB,3822,4822
92162.670303,0,31,level4,car8,zipcode5,135000,7,379132.778511,?,4823,4823
23273.308406,11545.521677,34,level3,car6,zipcode4,135000,27,254587.432451,groupB,3823,4823
116333.815005,0,63,level0,car12,zipcode6,135000,22,50082.618654,?,4824,4824
106029.015863,0,20,level2,car6,zipcode1,135000,29,479454.758218,groupA,3824,4824
125382.298384,0,47,level0,car4,zipcode5,135000,23,179738.48378,?,4825,4825
53140.895105,13335.145685,57,level3,car1,zipcode2,135000,10,302195.901953,groupB,3825,4825
30848.735211,53256.835843,51,level1,car10,zipcode9,135000,13,96843.26583,?,4826,4826
25490.707005,44706.003636,24,level4,car9,zipcode4,135000,6,107084.962496,groupB,3826,4826
84230.841395,0,74,level4,car15,zipcode7,135000,4,476535.173988,?,4827,4827
34141.738601,34327.5406,67,level0,car16,zipcode8,135000,25,486395.926485,groupA,3827,4827
98512.687708,0,79,level3,car19,zipcode6,135000,18,241783.861361,?,4828,4828
91953.473425,0,52,level1,car11,zipcode1,135000,6,287956.909946,groupA,3828,4828
70378.520342,69649.783435,80,level2,car5,zipcode9,96926.598738,12,132631.193663,?,4829,4829
41662.864605,53416.866705,79,level3,car10,zipcode9,124161.739181,9,435034.824817,groupA,3829,4829
56656.426591,74648.11062,75,level1,car17,zipcode9,135000,14,253036.48443,?,4830,4830
77344.608046,0,79,level4,car20,zipcode8,135000,8,316665.458856,groupB,3830,4830
23268.649689,29092.415388,40,level0,car16,zipcode3,135000,29,404816.955833,?,4831,4831
49863.409639,57814.619316,22,level1,car12,zipcode2,135000,12,156086.686705,groupA,3831,4831
20000,19672.236244,79,level0,car16,zipcode6,135000,2,111936.502387,?,4832,4832
150000,0,56,level0,car3,zipcode9,135000,14,471712.10698,groupB,3832,4832
24381.773097,40355.109665,23,level1,car2,zipcode1,135000,8,462052.433877,?,4833,4833
116504.319186,0,66,level3,car6,zipcode1,135000,6,285584.119158,groupB,3833,4833
85144.209442,0,74,level4,car17,zipcode2,135000,23,185437.601397,?,4834,4834
44118.391087,47024.343323,23,level4,car4,zipcode7,135000,5,377683.312867,groupB,3834,4834
33562.173168,51343.861602,75,level4,car10,zipcode6,135000,21,224080.651404,?,4835,4835
123738.390745,0,21,level1,car18,zipcode2,135000,27,451674.761638,groupB,3835,4835
112993.110348,0,57,level3,car16,zipcode6,135000,2,325124.849487,?,4836,4836
22076.718288,48072.823069,71,level2,car14,zipcode6,135000,28,280637.345568,groupB,3836,4836
53956.167149,56997.920659,59,level0,car19,zipcode5,135000,4,345925.06893,?,4837,4837
94444.301621,0,64,level4,car9,zipcode7,135000,8,126461.947521,groupB,3837,4837
86529.308371,0,35,level1,car18,zipcode3,135000,24,65411.111096,?,4838,4838
122490.893925,0,79,level1,car18,zipcode9,135000,8,66047.737516,groupB,3838,4838
42799.73122,10000,47,level0,car3,zipcode8,135000,13,91405.207016,?,4839,4839
92479.044562,0,61,level2,car8,zipcode5,135000,22,350633.619276,groupA,3839,4839
40580.838239,29426.587101,52,level2,car19,zipcode1,135000,19,457355.847435,?,4840,4840
136730.468398,0,79,level3,car11,zipcode3,135000,9,292663.365392,groupB,3840,4840
126289.724061,0,40,level2,car18,zipcode3,135000,8,425949.924044,?,4841,4841
137066.663351,0,72,level4,car12,zipcode9,74704.370297,8,286972.022312,groupB,3841,4841
106879.762644,0,73,level3,car6,zipcode9,123978.942203,28,306411.799714,?,4842,4842
94554.188041,0,47,level4,car12,zipcode3,135000,4,100467.990035,groupB,3842,4842
115283.712361,0,20,level2,car3,zipcode3,135000,18,100045.607454,?,4843,4843
118921.156496,0,26,level3,car1,zipcode1,135000,10,338598.393309,groupB,3843,4843
109270.4047,0,46,level4,car1,zipcode1,135000,19,258753.451872,?,4844,4844
140540.275573,0,59,level0,car18,zipcode1,135000,17,308251.152138,groupB,3844,4844
100956.30525,0,71,level3,car13,zipcode7,135000,19,168451.18247,?,4845,4845
145213.810106,0,62,level0,car3,zipcode8,135000,29,436774.948432,groupB,3845,4845
32511.446113,42513.90477,50,level4,car17,zipcode4,135000,9,274416.841303,?,4846,4846
131995.806892,0,20,level1,car1,zipcode2,135000,20,27770.19283,groupB,3846,4846
97910.6968,0,43,level3,car9,zipcode5,135000,11,184430.529462,?,4847,4847
51010.513162,55838.161148,50,level1,car7,zipcode1,135000,7,480181.32754,groupB,3847,4847
25073.372893,54900.212273,26,level3,car9,zipcode1,135000,5,452195.87446,?,4848,4848
148200.731066,0,44,level2,car19,zipcode4,135000,12,74999.384906,groupB,3848,4848
81192.711019,0,51,level4,car17,zipcode8,135000,13,368639.207997,?,4849,4849
79637.658225,0,41,level2,car1,zipcode4,135000,6,387564.547558,groupB,3849,4849
80104.980836,0,33,level0,car18,zipcode8,135000,28,283054.662604,?,4850,4850
132246.645305,0,79,level3,car14,zipcode2,135000,7,467861.503674,groupB,3850,4850
142169.352223,0,75,level3,car8,zipcode9,115365.198184,23,268074.478342,?,4851,4851
109130.244736,0,41,level1,car9,zipcode6,135000,22,102491.127641,groupA,3851,4851
24442.901179,29639.114935,74,level3,car4,zipcode9,66005.230068,8,85484.577557,?,4852,4852
30910.884801,36646.302368,71,level4,car14,zipcode9,87488.470816,17,289296.882206,groupA,3852,4852
70424.670196,56043.133819,27,level0,car3,zipcode4,135000,2,103201.725602,?,4853,4853
40580.193085,35050.972715,65,level4,car12,zipcode9,61225.751903,20,38957.624718,groupA,3853,4853
33204.457824,10924.257526,48,level1,car15,zipcode6,135000,9,24761.974062,?,4854,4854
126554.040787,0,38,level0,car5,zipcode8,135000,15,301260.25195,groupB,3854,4854
120322.690434,0,77,level4,car5,zipcode4,135000,26,204728.556167,?,4855,4855
87085.578949,0,40,level4,car9,zipcode3,135000,19,458378.00043,groupB,3855,4855
128951.722894,0,20,level3,car13,zipcode9,65882.955846,11,441455.067088,?,4856,4856
40353.265753,27487.877333,41,level0,car5,zipcode7,135000,2,431269.769356,groupB,3856,4856
42390.087524,33637.567108,49,level3,car2,zipcode1,135000,22,185338.859055,?,4857,4857
123332.912155,0,80,level2,car8,zipcode4,135000,17,119575.090777,groupB,3857,4857
125528.899062,0,21,level4,car8,zipcode3,135000,29,298400.245564,?,4858,4858
50457.776864,32308.480139,21,level1,car19,zipcode8,99436.901314,14,489563.216019,groupB,3858,4858
117236.985866,0,20,level3,car16,zipcode3,135000,23,208623.083096,?,4859,4859
47542.407261,15450.276026,64,level1,car13,zipcode5,135000,28,453236.265599,groupA,3859,4859
120665.965233,0,28,level3,car14,zipcode9,92682.816821,21,474569.718933,?,4860,4860
150000,0,76,level2,car10,zipcode2,135000,9,389959.755794,groupB,3860,4860
25117.062473,43660.015555,72,level4,car8,zipcode4,135000,12,413167.855713,?,4861,4861
70190.084474,46426.100291,20,level4,car3,zipcode1,135000,25,368400.395263,groupA,3861,4861
138774.670158,0,26,level0,car12,zipcode8,135000,27,354597.282117,?,4862,4862
116433.384009,0,37,level0,car19,zipcode7,135000,27,336924.987195,groupB,3862,4862
143427.499801,0,26,level2,car18,zipcode9,55123.09027,8,47122.541909,?,4863,4863
126945.666346,0,62,level3,car4,zipcode5,135000,23,211178.901443,groupA,3863,4863
37289.350678,68793.676177,47,level3,car15,zipcode3,135000,5,424987.441894,?,4864,4864
140411.446437,0,20,level4,car14,zipcode4,135000,1,337372.41477,groupB,3864,4864
80467.693368,0,27,level4,car10,zipcode7,135000,9,385566.991375,?,4865,4865
90349.050131,0,71,level4,car17,zipcode2,135000,15,83758.826406,groupB,3865,4865
108874.563075,0,76,level0,car12,zipcode7,135000,27,332332.509996,?,4866,4866
49781.062012,56031.313099,28,level2,car8,zipcode5,135000,19,136060.610421,groupA,3866,4866
91315.100489,0,22,level4,car4,zipcode6,135000,13,330024.714366,?,4867,4867
101404.341959,0,39,level3,car18,zipcode8,135000,14,99002.670917,groupA,3867,4867
145218.023232,0,37,level0,car1,zipcode1,135000,2,416934.243254,?,4868,4868
61073.182755,50575.564333,68,level0,car6,zipcode2,135000,19,305634.405673,groupA,3868,4868
25373.075005,66107.315988,25,level1,car5,zipcode2,135000,13,465053.346984,?,4869,4869
83874.95308,0,62,level2,car1,zipcode7,135000,28,87097.661881,groupB,3869,4869
38418.550337,29483.943204,46,level1,car18,zipcode3,135000,3,92637.90127,?,4870,4870
114136.817286,0,50,level1,car10,zipcode4,135000,29,63965.703661,groupA,3870,4870
105893.127693,0,60,level2,car19,zipcode3,135000,11,298627.652865,?,4871,4871
142135.92299,0,63,level1,car5,zipcode4,135000,27,64179.570747,groupB,3871,4871
113038.902543,0,46,level2,car4,zipcode7,135000,11,192180.788246,?,4872,4872
112337.876327,0,64,level3,car11,zipcode9,94828.789723,18,74728.174299,groupB,3872,4872
36344.776072,35194.220538,69,level1,car14,zipcode4,135000,11,137269.095281,?,4873,4873
66100.993154,26544.582171,22,level0,car1,zipcode3,135000,22,133833.380181,groupA,3873,4873
62171.79517,33631.131697,22,level1,car18,zipcode4,135000,7,389390.359749,?,4874,4874
113274.58423,0,31,level3,car16,zipcode5,135000,26,200447.512923,groupB,3874,4874
57182.26921,56008.481045,59,level1,car8,zipcode2,135000,16,191830.417589,?,4875,4875
29080.920827,53569.29067,58,level1,car13,zipcode4,135000,17,29965.975174,groupA,3875,4875
51918.133478,31714.419349,66,level4,car11,zipcode7,135000,2,383375.614516,?,4876,4876
75955.762181,0,63,level1,car1,zipcode2,135000,13,69788.234699,groupB,3876,4876
112960.187518,0,76,level0,car18,zipcode2,135000,17,262784.635149,?,4877,4877
94925.845646,0,55,level0,car14,zipcode9,124200.683343,26,98252.058226,groupA,3877,4877
137840.211535,0,77,level2,car4,zipcode7,135000,29,452448.778307,?,4878,4878
53916.190664,49485.419902,24,level2,car7,zipcode7,135000,24,423909.429764,groupA,3878,4878
34545.111175,25113.957839,59,level0,car4,zipcode2,135000,12,262199.662018,?,4879,4879
125396.045841,0,50,level2,car12,zipcode7,135000,24,497719.185974,groupA,3879,4879
141871.099698,0,32,level1,car11,zipcode9,58685.703126,28,105015.622833,?,4880,4880
147561.725782,0,28,level4,car6,zipcode9,98520.657576,22,322196.314681,groupB,3880,4880
59609.269066,40915.895897,60,level0,car16,zipcode4,135000,27,28681.09839,?,4881,4881
135261.866735,0,39,level4,car2,zipcode2,135000,8,297952.0997,groupB,3881,4881
117283.158625,0,25,level2,car7,zipcode8,135000,16,145295.335405,?,4882,4882
28153.826403,51290.263984,20,level4,car18,zipcode8,135000,14,459574.764169,groupB,3882,4882
91791.763736,0,70,level0,car13,zipcode2,135000,26,14157.719588,?,4883,4883
55188.137849,38804.151402,22,level4,car11,zipcode5,135000,3,295337.868759,groupA,3883,4883
55237.70329,70184.871983,72,level1,car2,zipcode3,135000,10,463175.460611,?,4884,4884
106298.901744,0,51,level1,car5,zipcode2,135000,6,159915.046921,groupA,3884,4884
149663.964697,0,70,level1,car9,zipcode6,135000,15,195346.110872,?,4885,4885
114704.387915,0,64,level0,car3,zipcode3,135000,12,444501.168921,groupB,3885,4885
143567.770347,0,50,level4,car1,zipcode6,135000,4,216271.664228,?,4886,4886
44211.377172,75000,53,level1,car4,zipcode1,135000,16,323808.350787,groupB,3886,4886
101156.470018,0,45,level2,car12,zipcode8,135000,20,116185.903153,?,4887,4887
116173.946994,0,54,level4,car7,zipcode7,135000,15,456530.563299,groupA,3887,4887
45509.650566,67828.587999,53,level3,car10,zipcode5,135000,20,380862.818892,?,4888,4888
72346.052005,37970.09814,37,level3,car15,zipcode9,102562.128342,10,403166.447041,groupB,3888,4888
108186.238881,0,24,level1,car20,zipcode1,135000,16,234602.176722,?,4889,4889
25120.738236,55524.562398,76,level0,car2,zipcode4,135000,20,130417.018718,groupB,3889,4889
78054.597312,0,77,level3,car14,zipcode7,135000,3,235698.996372,?,4890,4890
48195.318769,23810.769978,27,level4,car20,zipcode9,100648.382838,24,186317.034926,groupB,3890,4890
72335.606464,0,41,level1,car12,zipcode4,135000,21,500000,?,4891,4891
52129.771951,29213.60412,44,level3,car9,zipcode7,135000,29,73639.458926,groupA,3891,4891
93188.558492,0,44,level3,car11,zipcode2,135000,6,116258.638345,?,4892,4892
117219.225469,0,35,level0,car20,zipcode3,135000,18,352230.488488,groupB,3892,4892
105676.765082,0,59,level2,car7,zipcode2,135000,1,492934.598005,?,4893,4893
91377.353594,0,47,level3,car20,zipcode7,135000,29,496631.184849,groupA,3893,4893
146364.875754,0,70,level3,car6,zipcode7,135000,3,308186.138142,?,4894,4894
106776.129667,0,57,level4,car8,zipcode3,135000,5,32752.799108,groupA,3894,4894
81154.147594,0,21,level4,car13,zipcode4,135000,13,20999.179358,?,4895,4895
80827.61142,0,77,level1,car16,zipcode8,114022.705657,3,219993.186447,groupB,3895,4895
124980.460125,0,52,level3,car20,zipcode2,135000,23,78001.685033,?,4896,4896
145973.864688,0,55,level4,car3,zipcode2,135000,11,363595.065629,groupB,3896,4896
145424.606983,0,24,level3,car10,zipcode9,133692.235398,30,75613.795384,?,4897,4897
35640.041611,71087.291225,57,level3,car10,zipcode9,59892.824467,26,91722.424343,groupA,3897,4897
26285.822677,16359.400327,53,level1,car12,zipcode8,135000,22,2989.598831,?,4898,4898
74977.068283,70893.723648,69,level3,car20,zipcode8,108678.863877,22,54627.230213,groupA,3898,4898
121443.446117,0,20,level3,car3,zipcode3,135000,20,388220.967422,?,4899,4899
48033.172827,37369.756925,59,level2,car8,zipcode5,135000,2,85939.606488,groupA,3899,4899
37442.570704,45216.846079,60,level0,car9,zipcode6,135000,21,236570.748789,?,4900,4900
27500.95335,39660.133309,22,level2,car5,zipcode3,135000,23,172431.258347,groupB,3900,4900
123484.570212,0,54,level0,car5,zipcode5,135000,15,467215.408677,?,4901,4901
122349.685791,0,50,level3,car13,zipcode2,135000,20,226125.115859,groupA,3901,4901
91374.064598,0,27,level2,car15,zipcode9,135000,11,258864.308767,?,4902,4902
107275.750412,0,51,level2,car18,zipcode8,135000,28,473149.110487,groupA,3902,4902
71169.790393,63730.050204,49,level2,car7,zipcode6,135000,29,291794.924271,?,4903,4903
51011.988224,66521.444306,46,level0,car5,zipcode6,135000,15,59437.152251,groupB,3903,4903
108965.125909,0,54,level3,car16,zipcode1,135000,25,383422.661221,?,4904,4904
42450.524038,39656.349505,72,level3,car10,zipcode3,135000,18,407117.557959,groupA,3904,4904
44729.909409,29384.266891,43,level1,car20,zipcode9,105515.593092,1,64749.821122,?,4905,4905
100868.906606,0,39,level0,car5,zipcode3,135000,21,300078.362616,groupB,3905,4905
93443.494314,0,65,level4,car12,zipcode8,135000,19,29270.451455,?,4906,4906
98780.080678,0,77,level1,car12,zipcode7,135000,30,139597.953701,groupB,3906,4906
34422.246789,36821.758964,61,level1,car7,zipcode1,135000,15,250462.491756,?,4907,4907
140685.819734,0,73,level2,car8,zipcode2,135000,6,185189.308756,groupA,3907,4907
40581.590258,16935.757443,41,level3,car6,zipcode7,135000,4,417770.484342,?,4908,4908
79767.932087,0,36,level4,car3,zipcode5,135000,16,349846.631037,groupA,3908,4908
41977.364507,27655.304458,76,level1,car12,zipcode5,135000,17,216753.035757,?,4909,4909
83174.503223,0,24,level3,car8,zipcode3,135000,27,251905.474938,groupA,3909,4909
109871.733781,0,69,level1,car15,zipcode7,135000,10,232791.197331,?,4910,4910
82983.605978,0,65,level2,car11,zipcode5,135000,20,311029.794302,groupB,3910,4910
84233.964011,0,54,level4,car18,zipcode9,101308.216236,6,128992.953009,?,4911,4911
79342.961198,0,44,level4,car13,zipcode9,110448.907622,7,424888.418865,groupA,3911,4911
92406.843886,0,45,level0,car20,zipcode9,89140.769663,23,160218.383919,?,4912,4912
109305.195424,0,31,level2,car17,zipcode1,135000,20,166310.237898,groupB,3912,4912
36849.236844,21337.516142,70,level4,car20,zipcode4,135000,25,17680.299857,?,4913,4913
144844.486399,0,39,level3,car4,zipcode9,130719.267525,10,242506.142942,groupB,3913,4913
95319.754989,0,66,level4,car19,zipcode3,135000,18,406650.612264,?,4914,4914
109003.316097,0,38,level0,car10,zipcode4,135000,1,194751.565066,groupB,3914,4914
72017.04593,18547.443024,48,level4,car4,zipcode5,135000,11,19172.943482,?,4915,4915
43760.808447,49463.576972,69,level4,car8,zipcode7,135000,25,402640.415088,groupA,3915,4915
92542.787871,0,51,level3,car20,zipcode6,135000,24,194036.516693,?,4916,4916
117212.378274,0,30,level3,car6,zipcode8,121933.939069,17,260175.806958,groupB,3916,4916
35802.481859,71349.662484,67,level4,car4,zipcode5,135000,8,282687.437728,?,4917,4917
48222.529236,44601.521588,27,level3,car16,zipcode2,135000,20,150828.386654,groupB,3917,4917
65694.352814,53836.558948,25,level0,car9,zipcode1,135000,23,6943.028646,?,4918,4918
136729.999618,0,78,level4,car8,zipcode2,135000,17,420371.864854,groupB,3918,4918
142789.855184,0,45,level1,car16,zipcode1,135000,10,22844.706424,?,4919,4919
132093.05663,0,47,level3,car13,zipcode5,135000,28,149995.636396,groupB,3919,4919
141686.895163,0,42,level4,car9,zipcode8,135000,9,203778.199117,?,4920,4920
125628.447454,0,55,level0,car18,zipcode5,135000,11,186688.860759,groupB,3920,4920
149767.194758,0,44,level0,car3,zipcode8,135000,16,388308.098372,?,4921,4921
20555.056689,42128.402279,63,level0,car5,zipcode2,135000,5,124993.454194,groupB,3921,4921
78514.580034,0,55,level1,car9,zipcode2,135000,8,68474.621861,?,4922,4922
50122.561803,55106.66684,40,level0,car3,zipcode1,135000,10,85461.295116,groupB,3922,4922
113094.337344,0,26,level0,car16,zipcode9,135000,11,0,?,4923,4923
34126.102248,10965.781434,44,level0,car3,zipcode5,135000,25,109814.744747,groupB,3923,4923
67302.182092,69201.525142,38,level1,car8,zipcode2,135000,26,427609.441144,?,4924,4924
48961.724572,20803.450511,41,level2,car15,zipcode2,135000,20,17864.753299,groupB,3924,4924
50166.710987,46348.863758,66,level3,car18,zipcode2,135000,22,0,?,4925,4925
84159.610804,0,55,level4,car1,zipcode3,135000,4,203631.397795,groupA,3925,4925
85844.137899,0,64,level3,car7,zipcode4,135000,5,464691.961363,?,4926,4926
84134.19493,0,68,level1,car10,zipcode2,135000,16,206743.933684,groupB,3926,4926
62227.976975,67381.180175,42,level1,car18,zipcode8,118646.649451,15,120560.771726,?,4927,4927
59546.725512,64890.242042,27,level2,car16,zipcode6,135000,7,29633.184041,groupA,3927,4927
38398.985721,58790.219659,48,level1,car6,zipcode7,135000,29,147354.167767,?,4928,4928
45246.651149,26459.950089,29,level4,car6,zipcode7,135000,28,408529.960116,groupB,3928,4928
129568.316904,0,40,level2,car19,zipcode1,135000,24,249793.615444,?,4929,4929
41430.318614,32585.778723,53,level2,car10,zipcode6,135000,12,7023.300616,groupA,3929,4929
55665.948616,20669.601805,50,level2,car12,zipcode5,135000,3,395838.683785,?,4930,4930
72270.203133,0,30,level4,car5,zipcode5,135000,24,367950.057214,groupA,3930,4930
63542.648007,51581.36918,42,level1,car8,zipcode4,135000,13,434354.808505,?,4931,4931
65678.574489,49677.770914,75,level3,car17,zipcode3,135000,15,43082.700132,groupA,3931,4931
56948.83238,62085.160077,75,level4,car20,zipcode5,135000,25,448994.474503,?,4932,4932
106188.060326,0,26,level2,car12,zipcode6,135000,12,157020.622231,groupB,3932,4932
118861.637484,0,58,level1,car16,zipcode5,135000,2,416539.295664,?,4933,4933
60551.242424,39338.187377,38,level4,car5,zipcode1,135000,11,199596.547329,groupA,3933,4933
30960.480119,15142.9822,33,level0,car1,zipcode7,135000,27,454564.158094,?,4934,4934
104691.176275,0,33,level0,car7,zipcode2,135000,21,24992.862897,groupB,3934,4934
88190.095582,0,21,level2,car14,zipcode2,135000,16,152375.829785,?,4935,4935
83646.073355,0,24,level4,car7,zipcode3,135000,15,271015.417987,groupA,3935,4935
111693.267255,0,31,level2,car8,zipcode6,135000,27,185900.907697,?,4936,4936
115831.844067,0,20,level1,car6,zipcode6,135000,5,44615.726311,groupB,3936,4936
80576.062719,61241.984089,66,level0,car15,zipcode9,120909.051777,7,121368.493375,?,4937,4937
99957.541579,0,65,level3,car9,zipcode2,135000,17,210800.594362,groupB,3937,4937
34368.419753,68723.305847,29,level3,car3,zipcode5,135000,13,12625.259969,?,4938,4938
56118.046437,27368.070182,69,level4,car2,zipcode9,135000,22,41596.720909,groupA,3938,4938
132570.559255,0,73,level1,car4,zipcode3,135000,28,0,?,4939,4939
47581.893739,15357.905854,75,level0,car7,zipcode8,135000,15,444630.926233,groupA,3939,4939
95905.740354,0,52,level1,car14,zipcode6,135000,13,193763.933108,?,4940,4940
79203.784486,0,75,level2,car4,zipcode1,135000,21,461032.093887,groupA,3940,4940
61317.05075,47543.527701,65,level1,car11,zipcode1,135000,29,218962.802411,?,4941,4941
25465.247416,52250.821904,42,level0,car20,zipcode4,135000,5,377263.803207,groupB,3941,4941
21828.995089,46388.8583,41,level2,car17,zipcode4,135000,3,437819.446228,?,4942,4942
136189.431676,0,56,level0,car12,zipcode7,135000,11,152598.131056,groupB,3942,4942
132422.026847,0,52,level4,car11,zipcode6,135000,4,153228.547276,?,4943,4943
25038.415428,66615.933073,59,level2,car19,zipcode7,135000,18,103818.318778,groupB,3943,4943
131990.943794,0,65,level1,car4,zipcode4,135000,29,455898.002218,?,4944,4944
140737.634008,0,64,level4,car9,zipcode2,135000,23,212606.227615,groupB,3944,4944
44672.967878,43106.4281,27,level0,car14,zipcode7,135000,12,65521.493483,?,4945,4945
67249.514591,43940.470131,30,level2,car11,zipcode7,135000,17,455241.077612,groupB,3945,4945
117934.775646,0,25,level2,car4,zipcode6,135000,15,444100.317312,?,4946,4946
79889.493506,0,69,level1,car4,zipcode6,135000,15,280288.302673,groupB,3946,4946
